dataset,classifier,vocab_size,seed,cv_strategy,accuracy_mean,accuracy_std,accuracy_ci_low,accuracy_ci_high,balanced_accuracy_mean,macro_f1_mean,kappa_mean,auc_roc_mean,n_folds,n_trials,n_subjects,confusion_matrix,timestamp
ssvep_nakanishi,SSVEP_FFT_LogReg,4096,123,LOSO,0.6549382716049382,0.22105316637054703,0.5109722222222222,0.7981790123456791,0.6549382716049383,0.6514816987061857,0.6235690235690236,0.9268761690983914,9,1620,9,"[[95, 5, 1, 7, 3, 5, 6, 3, 4, 3, 3, 0], [3, 98, 4, 5, 3, 2, 0, 6, 6, 2, 2, 4], [6, 7, 94, 2, 6, 4, 1, 4, 4, 4, 2, 1], [11, 2, 5, 73, 4, 3, 1, 9, 8, 4, 8, 7], [4, 4, 5, 5, 89, 4, 4, 9, 2, 6, 0, 3], [8, 4, 5, 2, 5, 85, 5, 3, 7, 4, 1, 6], [10, 3, 9, 5, 3, 1, 86, 5, 6, 3, 2, 2], [3, 5, 2, 5, 2, 2, 4, 85, 7, 8, 5, 7], [6, 2, 3, 2, 2, 6, 6, 6, 92, 1, 3, 6], [2, 0, 4, 5, 6, 3, 6, 7, 1, 90, 8, 3], [3, 2, 6, 5, 6, 3, 2, 7, 5, 3, 91, 2], [5, 2, 4, 9, 4, 4, 3, 4, 9, 4, 4, 83]]",2026-03-08T12:03:12.309040
ssvep_nakanishi,SSVEP_FFT_LogReg,4096,456,LOSO,0.6512345679012346,0.22009440825343382,0.511712962962963,0.7808796296296296,0.6512345679012346,0.6480625417098916,0.6195286195286195,0.9268050879161991,9,1620,9,"[[95, 4, 3, 6, 3, 5, 6, 3, 4, 3, 3, 0], [3, 97, 4, 5, 4, 2, 0, 5, 6, 2, 4, 3], [6, 7, 95, 1, 6, 3, 3, 4, 4, 4, 1, 1], [10, 2, 5, 73, 4, 3, 1, 9, 7, 4, 9, 8], [4, 4, 5, 5, 84, 3, 5, 10, 3, 7, 2, 3], [7, 3, 5, 2, 4, 85, 6, 5, 7, 4, 1, 6], [9, 3, 9, 6, 2, 1, 85, 4, 6, 4, 3, 3], [3, 9, 2, 6, 2, 1, 4, 80, 8, 8, 5, 7], [5, 1, 3, 1, 2, 4, 6, 7, 94, 2, 4, 6], [2, 0, 3, 5, 6, 2, 8, 8, 2, 90, 5, 4], [3, 3, 6, 5, 3, 3, 2, 8, 4, 4, 92, 2], [5, 1, 5, 8, 6, 4, 3, 2, 9, 4, 3, 85]]",2026-03-08T12:03:12.316040
ssvep_nakanishi,SSVEP_FFT_LogReg,4096,789,LOSO,0.6574074074074073,0.21746450130503223,0.5184722222222222,0.8018672839506172,0.6574074074074074,0.6542469140471049,0.6262626262626263,0.9267078189300412,9,1620,9,"[[94, 5, 1, 6, 4, 5, 7, 3, 5, 3, 2, 0], [3, 99, 4, 5, 3, 2, 0, 3, 6, 2, 4, 4], [8, 6, 91, 1, 6, 5, 3, 3, 5, 4, 2, 1], [14, 2, 5, 74, 4, 3, 1, 8, 6, 4, 8, 6], [4, 5, 4, 4, 88, 3, 5, 8, 3, 6, 2, 3], [8, 3, 7, 1, 6, 84, 4, 5, 6, 3, 1, 7], [9, 3, 10, 5, 2, 2, 85, 7, 6, 3, 1, 2], [3, 5, 2, 5, 4, 2, 4, 83, 9, 7, 5, 6], [4, 2, 2, 2, 2, 5, 5, 5, 99, 1, 3, 5], [3, 0, 5, 6, 6, 3, 5, 7, 1, 88, 7, 4], [3, 3, 6, 5, 3, 3, 1, 7, 6, 0, 95, 3], [5, 1, 4, 9, 5, 5, 3, 3, 9, 3, 3, 85]]",2026-03-08T12:03:12.323040
ssvep_nakanishi,SSVEP_FFT_LogReg,4096,2024,LOSO,0.6518518518518518,0.21795281451562218,0.5079938271604939,0.786466049382716,0.6518518518518518,0.6478099060427065,0.6202020202020202,0.926853722409278,9,1620,9,"[[93, 4, 1, 6, 3, 5, 10, 4, 5, 2, 2, 0], [3, 99, 4, 5, 3, 2, 0, 4, 6, 2, 3, 4], [5, 7, 92, 3, 7, 4, 1, 5, 5, 4, 1, 1], [9, 2, 7, 74, 4, 3, 2, 9, 7, 5, 9, 4], [4, 4, 5, 5, 87, 3, 5, 9, 2, 6, 2, 3], [8, 4, 6, 1, 3, 87, 6, 4, 7, 1, 1, 7], [9, 3, 9, 5, 3, 2, 84, 6, 6, 5, 0, 3], [3, 7, 3, 4, 4, 0, 4, 83, 8, 7, 5, 7], [5, 1, 2, 2, 2, 5, 6, 6, 96, 2, 3, 5], [2, 0, 4, 5, 7, 3, 6, 7, 2, 89, 7, 3], [3, 3, 6, 5, 3, 3, 1, 8, 5, 3, 92, 3], [5, 1, 3, 10, 6, 6, 3, 5, 9, 4, 3, 80]]",2026-03-08T12:03:12.330540
bci_iv_2a,BPE_Hist_LogReg,1024,42,LOSO,0.25925925925925924,0.007807139793537056,0.25,0.2690972222222222,0.25925925925925924,0.24840899783428624,0.01234567901234566,0.5242245102451989,3,1728,3,"[[75, 118, 82, 157], [70, 135, 92, 135], [63, 142, 74, 153], [84, 98, 86, 164]]",2026-03-21T19:47:35.839539
bci_iv_2a,BPE_Hist_LogReg,1024,123,LOSO,0.25289351851851855,0.007274192760403093,0.24305555555555555,0.2604166666666667,0.25289351851851855,0.24191707380898683,0.0038580246913579863,0.5242332175925927,3,1728,3,"[[73, 108, 86, 165], [78, 126, 90, 138], [64, 137, 71, 160], [89, 93, 83, 167]]",2026-03-21T19:47:35.842539
bci_iv_2a,BPE_Hist_LogReg,1024,456,LOSO,0.2586805555555556,0.011251285934735867,0.24305555555555555,0.2690972222222222,0.2586805555555556,0.2474017543481044,0.011574074074074034,0.5241816433041838,3,1728,3,"[[69, 111, 87, 165], [71, 129, 92, 140], [59, 137, 75, 161], [82, 88, 88, 174]]",2026-03-21T19:47:35.845539
bci_iv_2a,BPE_Hist_LogReg,1024,789,LOSO,0.25925925925925924,0.011803285911094405,0.24305555555555555,0.2708333333333333,0.25925925925925924,0.24758684224861272,0.01234567901234566,0.52416891718107,3,1728,3,"[[70, 120, 79, 163], [74, 133, 87, 138], [57, 140, 74, 161], [81, 99, 81, 171]]",2026-03-21T19:47:35.848540
bci_iv_2a,BPE_Hist_LogReg,1024,2024,LOSO,0.2586805555555556,0.01070210764404336,0.24479166666666666,0.2708333333333333,0.2586805555555556,0.2477952785201435,0.01157407407407407,0.5241863318758573,3,1728,3,"[[70, 118, 82, 162], [73, 133, 90, 136], [60, 139, 77, 156], [82, 100, 83, 167]]",2026-03-21T19:47:35.851539
bci_iv_2a,BPE_Hist_RF,1024,42,LOSO,0.2552083333333333,0.024097989367658574,0.22569444444444445,0.2847222222222222,0.2552083333333333,0.2550764209596112,0.00694444444444442,0.49509307484567905,3,1728,3,"[[112, 115, 96, 109], [113, 107, 95, 117], [107, 125, 106, 94], [89, 125, 102, 116]]",2026-03-21T19:47:46.349198
bci_iv_2a,BPE_Hist_RF,1024,123,LOSO,0.2552083333333333,0.024097989367658574,0.22569444444444445,0.2847222222222222,0.2552083333333333,0.2550764209596112,0.00694444444444442,0.49509575402949246,3,1728,3,"[[112, 115, 96, 109], [113, 107, 95, 117], [107, 125, 106, 94], [89, 125, 102, 116]]",2026-03-21T19:47:46.352198
bci_iv_2a,BPE_Hist_RF,1024,456,LOSO,0.2552083333333333,0.024097989367658574,0.22569444444444445,0.2847222222222222,0.2552083333333333,0.2550764209596112,0.00694444444444442,0.4950924050497257,3,1728,3,"[[112, 115, 96, 109], [113, 107, 95, 117], [107, 125, 106, 94], [89, 125, 102, 116]]",2026-03-21T19:47:46.355197
bci_iv_2a,BPE_Hist_RF,1024,789,LOSO,0.2552083333333333,0.024097989367658574,0.22569444444444445,0.2847222222222222,0.2552083333333333,0.2550764209596112,0.00694444444444442,0.4950937446416324,3,1728,3,"[[112, 115, 96, 109], [113, 107, 95, 117], [107, 125, 106, 94], [89, 125, 102, 116]]",2026-03-21T19:47:46.358197
bci_iv_2a,BPE_Hist_RF,1024,2024,LOSO,0.2552083333333333,0.024097989367658574,0.22569444444444445,0.2847222222222222,0.2552083333333333,0.2550764209596112,0.00694444444444442,0.4950924050497257,3,1728,3,"[[112, 115, 96, 109], [113, 107, 95, 117], [107, 125, 106, 94], [89, 125, 102, 116]]",2026-03-21T19:47:46.361198
bci_iv_2a,BPE_Windowed_LogReg,1024,42,LOSO,0.29108796296296297,0.020655750344415212,0.2621527777777778,0.3090277777777778,0.29108796296296297,0.2839695394112651,0.05478395061728395,0.5686473872599452,3,1728,3,"[[103, 90, 96, 143], [64, 148, 121, 99], [66, 134, 116, 116], [112, 88, 96, 136]]",2026-03-21T19:47:47.674801
bci_iv_2a,BPE_Windowed_LogReg,1024,123,LOSO,0.29108796296296297,0.01934983043669038,0.2638888888888889,0.3072916666666667,0.29108796296296297,0.28416373827195157,0.054783950617283916,0.5686634623628257,3,1728,3,"[[104, 90, 95, 143], [65, 147, 122, 98], [67, 134, 116, 115], [112, 88, 96, 136]]",2026-03-21T19:47:47.677801
bci_iv_2a,BPE_Windowed_LogReg,1024,456,LOSO,0.292824074074074,0.022248128225394764,0.2621527777777778,0.3142361111111111,0.292824074074074,0.2855344103182129,0.05709876543209876,0.5687103480795611,3,1728,3,"[[104, 90, 95, 143], [66, 150, 119, 97], [67, 134, 116, 115], [112, 88, 96, 136]]",2026-03-21T19:47:47.680801
bci_iv_2a,BPE_Windowed_LogReg,1024,789,LOSO,0.29108796296296297,0.01934983043669038,0.2638888888888889,0.3072916666666667,0.29108796296296297,0.28420016692904176,0.054783950617283916,0.5686500664437586,3,1728,3,"[[103, 90, 95, 144], [66, 147, 122, 97], [67, 134, 116, 115], [112, 88, 95, 137]]",2026-03-21T19:47:47.683801
bci_iv_2a,BPE_Windowed_LogReg,1024,2024,LOSO,0.2916666666666667,0.019845403008660004,0.2638888888888889,0.3090277777777778,0.2916666666666667,0.28467300862439454,0.055555555555555546,0.5686487268518519,3,1728,3,"[[104, 90, 96, 142], [64, 148, 121, 99], [64, 135, 116, 117], [112, 88, 96, 136]]",2026-03-21T19:47:47.686301
bci_iv_2a,BPE_WindowedSeq_CNN,1024,42,LOSO,0.2881944444444445,0.020977510370823904,0.2586805555555556,0.3055555555555556,0.2881944444444445,0.24309413913613817,0.05092592592592593,0.5433800047153635,3,1728,3,"[[96, 161, 107, 68], [51, 205, 107, 69], [70, 184, 119, 59], [96, 164, 94, 78]]",2026-03-21T19:47:53.127605
bci_iv_2a,BPE_WindowedSeq_CNN,1024,123,LOSO,0.2928240740740741,0.022959299102867328,0.2604166666666667,0.3107638888888889,0.292824074074074,0.2562775102058602,0.05709876543209872,0.5697137024176954,3,1728,3,"[[122, 112, 50, 148], [119, 160, 42, 111], [117, 158, 43, 114], [121, 79, 51, 181]]",2026-03-21T19:47:57.683638
bci_iv_2a,BPE_WindowedSeq_CNN,1024,456,LOSO,0.2771990740740741,0.012384800092032812,0.2604166666666667,0.2899305555555556,0.2771990740740741,0.25612555218200755,0.03626543209876539,0.5458944187242798,3,1728,3,"[[75, 111, 140, 106], [65, 138, 147, 82], [67, 135, 147, 83], [80, 107, 126, 119]]",2026-03-21T19:48:01.785068
bci_iv_2a,BPE_WindowedSeq_CNN,1024,789,LOSO,0.3020833333333333,0.035664303097524545,0.2743055555555556,0.3524305555555556,0.3020833333333333,0.26249672486669295,0.06944444444444446,0.5748229059499315,3,1728,3,"[[44, 114, 118, 156], [29, 161, 126, 116], [33, 144, 140, 115], [40, 105, 110, 177]]",2026-03-21T19:48:06.152421
bci_iv_2a,BPE_WindowedSeq_CNN,1024,2024,LOSO,0.2991898148148148,0.01419889368794594,0.28125,0.3159722222222222,0.2991898148148148,0.28265291912008056,0.06558641975308639,0.5682428305041153,3,1728,3,"[[97, 103, 73, 159], [69, 149, 90, 124], [74, 134, 95, 129], [108, 89, 59, 176]]",2026-03-21T19:48:10.450112
bci_iv_2a,BPE_Bigram_LogReg,1024,42,LOSO,0.27488425925925924,0.029745595546056464,0.2465277777777778,0.3159722222222222,0.27488425925925924,0.1994581991311876,0.03317901234567903,0.5527946566358024,3,1728,3,"[[173, 41, 55, 163], [166, 71, 53, 142], [151, 75, 47, 159], [176, 23, 49, 184]]",2026-03-21T19:48:11.685709
bci_iv_2a,BPE_Bigram_LogReg,1024,123,LOSO,0.2569444444444444,0.005670115145331433,0.25,0.2638888888888889,0.2569444444444444,0.1646384779966036,0.009259259259259264,0.5528489101080246,3,1728,3,"[[34, 207, 47, 144], [37, 205, 70, 120], [46, 204, 61, 121], [49, 201, 38, 144]]",2026-03-21T19:48:11.688710
bci_iv_2a,BPE_Bigram_LogReg,1024,456,LOSO,0.26215277777777773,0.012357729458369568,0.24479166666666666,0.2725694444444444,0.26215277777777773,0.17063654692892818,0.016203703703703682,0.5528435517403978,3,1728,3,"[[115, 0, 222, 95], [99, 0, 238, 95], [105, 0, 221, 106], [124, 0, 191, 117]]",2026-03-21T19:48:11.691710
bci_iv_2a,BPE_Bigram_LogReg,1024,789,LOSO,0.27546296296296297,0.03138900838500141,0.24826388888888892,0.3194444444444444,0.27546296296296297,0.15436414059093573,0.03395061728395058,0.5527779117369684,3,1728,3,"[[5, 65, 3, 359], [17, 85, 3, 327], [9, 86, 4, 333], [6, 41, 3, 382]]",2026-03-21T19:48:11.694709
bci_iv_2a,BPE_Bigram_LogReg,1024,2024,LOSO,0.26736111111111116,0.016347739458131415,0.2517361111111111,0.2899305555555556,0.26736111111111116,0.15982872140420565,0.023148148148148102,0.5528120713305898,3,1728,3,"[[182, 14, 15, 221], [192, 27, 27, 186], [183, 28, 20, 201], [174, 10, 15, 233]]",2026-03-21T19:48:11.697709
bci_iv_2a,BPE_Seq_CNN,1024,42,LOSO,0.2563657407407407,0.004330621975432812,0.2517361111111111,0.2621527777777778,0.2563657407407407,0.13731422922696498,0.008487654320987637,0.5275567451131687,3,1728,3,"[[202, 14, 86, 130], [207, 8, 84, 133], [196, 9, 89, 138], [209, 3, 76, 144]]",2026-03-21T19:48:26.519494
bci_iv_2a,BPE_Seq_CNN,1024,123,LOSO,0.25115740740740744,0.003567369214681108,0.2465277777777778,0.2552083333333333,0.2511574074074074,0.11952769370085903,0.0015432098765432167,0.5070757244513032,3,1728,3,"[[274, 11, 1, 146], [269, 16, 1, 146], [278, 7, 0, 147], [277, 11, 0, 144]]",2026-03-21T19:48:26.915491
bci_iv_2a,BPE_Seq_CNN,1024,456,LOSO,0.24710648148148148,0.01180328591109441,0.2309027777777778,0.2586805555555556,0.24710648148148148,0.13925814296979624,-0.0038580246913580605,0.5147047003600823,3,1728,3,"[[247, 114, 70, 1], [243, 113, 74, 2], [240, 123, 67, 2], [248, 111, 73, 0]]",2026-03-21T19:48:27.766516
bci_iv_2a,BPE_Seq_CNN,1024,789,LOSO,0.2459490740740741,0.002165310987716406,0.24305555555555555,0.24826388888888892,0.24594907407407407,0.14024378416056843,-0.00540123456790124,0.5125807773919754,3,1728,3,"[[252, 49, 127, 4], [251, 46, 130, 5], [258, 47, 125, 2], [261, 38, 131, 2]]",2026-03-21T19:48:28.313513
bci_iv_2a,BPE_Seq_CNN,1024,2024,LOSO,0.25578703703703703,0.01426947685872449,0.23958333333333334,0.2743055555555556,0.25578703703703703,0.15420296144146803,0.007716049382716084,0.5167991523062414,3,1728,3,"[[351, 4, 67, 10], [356, 0, 72, 4], [342, 1, 85, 4], [349, 0, 77, 6]]",2026-03-21T19:48:28.788512
bci_iv_2a,BPE_Seq_Transformer,1024,42,LOSO,0.2552083333333333,0.00736569563735987,0.25,0.265625,0.2552083333333333,0.13249092500260387,0.006944444444444457,0.5239766857424554,3,1728,3,"[[394, 24, 14, 0], [384, 30, 18, 0], [385, 30, 17, 0], [402, 21, 9, 0]]",2026-03-21T19:49:20.272799
bci_iv_2a,BPE_Seq_Transformer,1024,123,LOSO,0.2546296296296296,0.006547285010986554,0.25,0.2638888888888889,0.2546296296296296,0.11663673799066802,0.00617283950617283,0.5253511070387517,3,1728,3,"[[275, 0, 13, 144], [263, 0, 25, 144], [267, 0, 21, 144], [278, 0, 10, 144]]",2026-03-21T19:49:23.857845
bci_iv_2a,BPE_Seq_Transformer,1024,456,LOSO,0.25578703703703703,0.009648918981789961,0.2465277777777778,0.2690972222222222,0.25578703703703703,0.16256942180320486,0.007716049382716046,0.5235922228652264,3,1728,3,"[[177, 0, 97, 158], [169, 0, 119, 144], [180, 0, 117, 135], [197, 0, 87, 148]]",2026-03-21T19:49:29.207374
bci_iv_2a,BPE_Seq_Transformer,1024,789,LOSO,0.25983796296296297,0.013912980648346424,0.25,0.2795138888888889,0.25983796296296297,0.12748975296333223,0.013117283950617287,0.5494282621742111,3,1728,3,"[[288, 0, 55, 89], [288, 0, 58, 86], [288, 0, 57, 87], [288, 0, 40, 104]]",2026-03-21T19:49:33.445911
bci_iv_2a,BPE_Seq_Transformer,1024,2024,LOSO,0.27546296296296297,0.01887674355358807,0.25,0.2951388888888889,0.27546296296296297,0.18368971243015872,0.03395061728395062,0.5324837641460906,3,1728,3,"[[287, 0, 39, 106], [276, 0, 56, 100], [263, 0, 69, 100], [257, 0, 55, 120]]",2026-03-21T19:49:38.824459
bci_iv_2a,BPE_Seq_CW_Transformer,1024,42,LOSO,0.25,0.0,0.25,0.25,0.25,0.10000000000000002,0.0,0.5343632115912208,3,1728,3,"[[0, 0, 144, 288], [0, 0, 144, 288], [0, 0, 144, 288], [0, 0, 144, 288]]",2026-03-21T19:50:39.967157
bci_iv_2a,BPE_Seq_CW_Transformer,1024,123,LOSO,0.25,0.0,0.25,0.25,0.25,0.10000000000000002,0.0,0.49385127314814814,3,1728,3,"[[144, 0, 144, 144], [144, 0, 144, 144], [144, 0, 144, 144], [144, 0, 144, 144]]",2026-03-21T19:50:50.282701
bci_iv_2a,BPE_Seq_CW_Transformer,1024,456,LOSO,0.25,0.0,0.25,0.25,0.25,0.10000000000000002,0.0,0.5046986186128258,3,1728,3,"[[144, 144, 0, 144], [144, 144, 0, 144], [144, 144, 0, 144], [144, 144, 0, 144]]",2026-03-21T19:50:57.880875
bci_iv_2a,BPE_Seq_CW_Transformer,1024,789,LOSO,0.25,0.0,0.25,0.25,0.25,0.10000000000000002,0.0,0.4867809070644718,3,1728,3,"[[288, 0, 144, 0], [288, 0, 144, 0], [288, 0, 144, 0], [288, 0, 144, 0]]",2026-03-21T19:51:04.325699
bci_iv_2a,BPE_Seq_CW_Transformer,1024,2024,LOSO,0.25,0.0,0.25,0.25,0.25,0.10000000000000002,0.0,0.47167164994855965,3,1728,3,"[[288, 144, 0, 0], [288, 144, 0, 0], [288, 144, 0, 0], [288, 144, 0, 0]]",2026-03-21T19:51:11.346221
bci_iv_2a,CSP_LDA,1024,42,LOSO,0.4224537037037037,0.12552402163274848,0.25,0.5451388888888888,0.4224537037037037,0.36904440110789416,0.22993827160493827,0.6997077010459533,3,1728,3,"[[43, 45, 212, 132], [11, 187, 193, 41], [15, 62, 332, 23], [60, 37, 167, 168]]",2026-03-21T19:51:25.355403
bci_iv_2a,CSP_LDA,1024,123,LOSO,0.4224537037037037,0.12552402163274848,0.25,0.5451388888888888,0.4224537037037037,0.36904440110789416,0.22993827160493827,0.6997077010459533,3,1728,3,"[[43, 45, 212, 132], [11, 187, 193, 41], [15, 62, 332, 23], [60, 37, 167, 168]]",2026-03-21T19:51:25.358404
bci_iv_2a,CSP_LDA,1024,456,LOSO,0.4224537037037037,0.12552402163274848,0.25,0.5451388888888888,0.4224537037037037,0.36904440110789416,0.22993827160493827,0.6997077010459533,3,1728,3,"[[43, 45, 212, 132], [11, 187, 193, 41], [15, 62, 332, 23], [60, 37, 167, 168]]",2026-03-21T19:51:25.361903
bci_iv_2a,CSP_LDA,1024,789,LOSO,0.4224537037037037,0.12552402163274848,0.25,0.5451388888888888,0.4224537037037037,0.36904440110789416,0.22993827160493827,0.6997077010459533,3,1728,3,"[[43, 45, 212, 132], [11, 187, 193, 41], [15, 62, 332, 23], [60, 37, 167, 168]]",2026-03-21T19:51:25.364903
bci_iv_2a,CSP_LDA,1024,2024,LOSO,0.4224537037037037,0.12552402163274848,0.25,0.5451388888888888,0.4224537037037037,0.36904440110789416,0.22993827160493827,0.6997077010459533,3,1728,3,"[[43, 45, 212, 132], [11, 187, 193, 41], [15, 62, 332, 23], [60, 37, 167, 168]]",2026-03-21T19:51:25.367903
bci_iv_2a,EEGNet,1024,42,LOSO,0.46932870370370366,0.147411634937285,0.2795138888888889,0.6388888888888888,0.46932870370370366,0.4350173521989998,0.2924382716049383,0.7226817022462276,3,1728,3,"[[156, 83, 105, 88], [42, 210, 120, 60], [34, 72, 317, 9], [153, 83, 68, 128]]",2026-03-21T19:52:21.201529
bci_iv_2a,EEGNet,1024,123,LOSO,0.47222222222222227,0.1385412315504167,0.2777777777777778,0.5902777777777778,0.47222222222222215,0.4310277067035149,0.29629629629629634,0.7317132308813443,3,1728,3,"[[90, 75, 129, 138], [33, 203, 119, 77], [12, 68, 330, 22], [80, 77, 82, 193]]",2026-03-21T19:52:21.204528
bci_iv_2a,EEGNet,1024,456,LOSO,0.47453703703703703,0.14055949358290454,0.2829861111111111,0.6163194444444444,0.47453703703703703,0.4344299510977634,0.2993827160493827,0.7220601316015088,3,1728,3,"[[172, 61, 121, 78], [33, 201, 144, 54], [15, 47, 351, 19], [181, 51, 104, 96]]",2026-03-21T19:52:21.207528
bci_iv_2a,EEGNet,1024,789,LOSO,0.4490740740740741,0.1398788025026478,0.2673611111111111,0.6076388888888888,0.4490740740740741,0.40899485896130455,0.2654320987654321,0.713280446244856,3,1728,3,"[[198, 79, 82, 73], [65, 186, 128, 53], [42, 72, 280, 38], [176, 81, 63, 112]]",2026-03-21T19:52:21.210529
bci_iv_2a,EEGNet,1024,2024,LOSO,0.4756944444444444,0.15644920429220005,0.2690972222222222,0.6475694444444444,0.4756944444444445,0.43410430012110157,0.3009259259259259,0.7400696051954733,3,1728,3,"[[140, 65, 135, 92], [29, 184, 160, 59], [9, 54, 351, 18], [124, 64, 97, 147]]",2026-03-21T19:52:21.213528
bci_iv_2a,Patching_LogReg,1024,42,LOSO,0.3599537037037037,0.07203408395118155,0.2586805555555556,0.4201388888888889,0.3599537037037037,0.3438068049207949,0.14660493827160492,0.6176710926783264,3,1728,3,"[[116, 88, 133, 95], [69, 152, 165, 46], [52, 100, 245, 35], [139, 73, 111, 109]]",2026-03-21T19:52:41.485979
bci_iv_2a,Patching_LogReg,1024,123,LOSO,0.359375,0.07155361812997098,0.2586805555555556,0.41840277777777785,0.359375,0.3432941705712189,0.14583333333333334,0.6176550175754459,3,1728,3,"[[115, 88, 133, 96], [68, 152, 166, 46], [52, 100, 245, 35], [139, 73, 111, 109]]",2026-03-21T19:52:41.488979
bci_iv_2a,Patching_LogReg,1024,456,LOSO,0.3599537037037037,0.07203408395118155,0.2586805555555556,0.4201388888888889,0.3599537037037037,0.3437960844495794,0.14660493827160492,0.6176456404320988,3,1728,3,"[[116, 88, 133, 95], [68, 152, 166, 46], [52, 100, 245, 35], [139, 73, 111, 109]]",2026-03-21T19:52:41.491983
bci_iv_2a,Patching_LogReg,1024,789,LOSO,0.359375,0.07155361812997098,0.2586805555555556,0.41840277777777785,0.359375,0.3432941705712189,0.14583333333333334,0.6176643947187929,3,1728,3,"[[115, 88, 133, 96], [68, 152, 166, 46], [52, 100, 245, 35], [139, 73, 111, 109]]",2026-03-21T19:52:41.494979
bci_iv_2a,Patching_LogReg,1024,2024,LOSO,0.359375,0.07155361812997098,0.2586805555555556,0.41840277777777785,0.359375,0.34328422052325763,0.14583333333333334,0.6176309049211248,3,1728,3,"[[115, 88, 133, 96], [67, 152, 167, 46], [52, 100, 245, 35], [139, 73, 111, 109]]",2026-03-21T19:52:41.497979
bci_iv_2a,VQ_LogReg,1024,42,LOSO,0.31597222222222227,0.04226518434377363,0.2586805555555556,0.359375,0.31597222222222227,0.2701906462781152,0.08796296296296298,0.6250428669410151,3,1728,3,"[[44, 141, 101, 146], [28, 161, 140, 103], [42, 135, 160, 95], [33, 106, 112, 181]]",2026-03-21T19:52:49.830108
bci_iv_2a,VQ_LogReg,1024,123,LOSO,0.31597222222222227,0.04226518434377363,0.2586805555555556,0.359375,0.31597222222222227,0.2706055526706365,0.08796296296296298,0.6250381783693415,3,1728,3,"[[44, 141, 101, 146], [30, 163, 138, 101], [43, 136, 158, 95], [33, 106, 112, 181]]",2026-03-21T19:52:49.833108
bci_iv_2a,VQ_LogReg,1024,456,LOSO,0.31539351851851855,0.04305026600323448,0.2569444444444444,0.359375,0.31539351851851855,0.2701160706046901,0.0871913580246914,0.6250442065329218,3,1728,3,"[[44, 141, 101, 146], [31, 162, 137, 102], [43, 136, 158, 95], [33, 106, 112, 181]]",2026-03-21T19:52:49.836607
bci_iv_2a,VQ_LogReg,1024,789,LOSO,0.31597222222222227,0.04226518434377363,0.2586805555555556,0.359375,0.31597222222222227,0.2706526006847286,0.08796296296296298,0.6250381783693415,3,1728,3,"[[44, 141, 101, 146], [31, 163, 137, 101], [43, 136, 158, 95], [33, 107, 111, 181]]",2026-03-21T19:52:49.839607
bci_iv_2a,VQ_LogReg,1024,2024,LOSO,0.31597222222222227,0.04226518434377363,0.2586805555555556,0.359375,0.31597222222222227,0.270410029266031,0.08796296296296298,0.625040857553155,3,1728,3,"[[44, 141, 101, 146], [32, 162, 138, 100], [43, 135, 159, 95], [33, 106, 112, 181]]",2026-03-21T19:52:49.842608
bci_iv_2a,Chronos_Binning,1024,42,LOSO,0.2476851851851852,0.014198893687945944,0.234375,0.2673611111111111,0.2476851851851852,0.24003987806041174,-0.0030864197530864335,0.5012572070044582,3,1728,3,"[[92, 114, 99, 127], [111, 101, 117, 103], [75, 121, 131, 105], [110, 117, 101, 104]]",2026-03-21T19:53:05.578624
bci_iv_2a,Chronos_Binning,1024,123,LOSO,0.24884259259259256,0.013171072542524354,0.2378472222222222,0.2673611111111111,0.24884259259259256,0.24123123534622648,-0.0015432098765432538,0.5012491694530178,3,1728,3,"[[94, 113, 99, 126], [111, 102, 117, 102], [75, 121, 130, 106], [110, 117, 101, 104]]",2026-03-21T19:53:05.581623
bci_iv_2a,Chronos_Binning,1024,456,LOSO,0.24826388888888887,0.013522362784198983,0.23842592592592593,0.2673611111111111,0.24826388888888887,0.24066982056434869,-0.0023148148148148064,0.5012464902692044,3,1728,3,"[[93, 114, 98, 127], [111, 102, 118, 101], [74, 122, 130, 106], [111, 117, 100, 104]]",2026-03-21T19:53:05.584624
bci_iv_2a,Chronos_Binning,1024,789,LOSO,0.2476851851851852,0.013985006913882603,0.23611111111111108,0.2673611111111111,0.2476851851851852,0.23981996223634083,-0.0030864197530864335,0.5012458204732511,3,1728,3,"[[92, 114, 99, 127], [111, 102, 118, 101], [74, 122, 130, 106], [110, 117, 101, 104]]",2026-03-21T19:53:05.587623
bci_iv_2a,Chronos_Binning,1024,2024,LOSO,0.2471064814814815,0.013171072542524354,0.23611111111111108,0.265625,0.2471064814814815,0.23905843941913307,-0.003858024691358023,0.5012484996570645,3,1728,3,"[[92, 114, 99, 127], [112, 101, 118, 101], [74, 122, 130, 106], [112, 116, 100, 104]]",2026-03-21T19:53:05.591122
bci_iv_2a,PSD_LogReg,1024,42,LOSO,0.3975694444444445,0.09950002003329204,0.2569444444444444,0.47222222222222215,0.3975694444444444,0.3463188653723883,0.19675925925925927,0.6896111968449931,3,1728,3,"[[147, 30, 157, 98], [25, 108, 238, 61], [20, 59, 329, 24], [155, 37, 137, 103]]",2026-03-21T19:53:11.606758
